department,service_request_type,status,closure_reason,local_area,channel,open_dt,close_dt,open_year,open_month,open_month_name,open_day_of_week,closure_days,is_closed
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Hastings-Sunrise,Phone,2022-09-11 11:30:33-07:00,2022-09-22,2022,9,Sep,Sunday,10.0,True
Eng - Integrated Graffiti Management,Graffiti Removal - City Property Case,Close,Service Provided,Strathcona,Mobile App,2022-09-11 11:36:00-07:00,2022-09-22,2022,9,Sep,Sunday,10.0,True
Eng - Sanitation Services,Feces Clean Up Case,Close,Closed Automatically And Sent To Service Group,Downtown,Mobile App,2022-09-11 12:07:15-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Oakridge,Mobile App,2022-09-11 12:11:00-07:00,2022-09-20,2022,9,Sep,Sunday,8.0,True
Eng - Street Use Management,Street And Sidewalk Use Request Case,Close,Service Provided,Kerrisdale,Phone,2022-09-11 12:16:00-07:00,2022-09-13,2022,9,Sep,Sunday,1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,,Web,2022-09-11 12:19:00-07:00,2022-09-14,2022,9,Sep,Sunday,2.0,True
Eng - Streets Operations,Boulevard Maintenance Case,Close,Referred To Another Service Group,Renfrew-Collingwood,Mobile App,2022-09-11 12:40:42-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Fairview,Web,2022-09-11 13:10:08-07:00,2022-09-14,2022,9,Sep,Sunday,2.0,True
Eng - Waterworks Operations,Water Leak Case,Close,Service Provided,Killarney,Phone,2022-09-11 13:16:23-07:00,2022-09-21,2022,9,Sep,Sunday,9.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Assigned To Inspector,Hastings-Sunrise,Phone,2022-09-11 13:19:09-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Eng - Parking Management,Commercial Street Curbside Sign Request Case,Close,Reviewed And No Action Planned,Kerrisdale,Phone,2022-09-11 14:12:56-07:00,2022-11-01,2022,9,Sep,Sunday,50.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-09-11 14:25:14-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Insufficient Info,,Web,2022-09-11 14:38:00-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,Kitsilano,Web,2022-09-11 14:43:47-07:00,2022-09-23,2022,9,Sep,Sunday,11.0,True
Pr - Corporate Services,Park Board Commissioner Feedback Case,Close,Not A City Provided Service / Jurisdiction,,Phone,2022-09-11 14:51:00-07:00,2022-09-15,2022,9,Sep,Sunday,3.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Insufficient Info,Dunbar-Southlands,Web,2022-09-11 15:12:19-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-09-11 15:36:12-07:00,2022-09-15,2022,9,Sep,Sunday,3.0,True
Eng - Sanitation Services,Abandoned Recyclables Case,Close,Service Provided,Strathcona,Phone,2022-09-11 15:37:14-07:00,2022-09-14,2022,9,Sep,Sunday,2.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Downtown,Web,2022-09-11 15:43:43-07:00,2022-09-20,2022,9,Sep,Sunday,8.0,True
Eng - Streets Operations,Street Repair Case,Close,Further Action Has Been Planned,Renfrew-Collingwood,Phone,2022-09-11 15:51:06-07:00,2022-09-15,2022,9,Sep,Sunday,3.0,True
Eng - Sanitation Services,Abandoned Recyclables Case,Close,Service Provided,Grandview-Woodland,Phone,2022-09-11 16:11:05-07:00,2022-09-14,2022,9,Sep,Sunday,2.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Grandview-Woodland,Phone,2022-09-11 16:22:43-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Kensington-Cedar Cottage,Mobile App,2022-09-11 16:27:00-07:00,2022-09-20,2022,9,Sep,Sunday,8.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Service Provided,Riley Park,Mobile App,2022-09-11 16:28:22-07:00,2022-09-22,2022,9,Sep,Sunday,10.0,True
Cmo - Business And Election Services,Mayor And Council Feedback Case,Close,Service Provided,,Web,2022-09-11 16:28:49-07:00,2023-02-03,2022,9,Sep,Sunday,144.0,True
Cmo - Business And Election Services,Mayor And Council Feedback Case,Close,Service Provided,,Web,2022-09-11 16:40:22-07:00,2022-09-16,2022,9,Sep,Sunday,4.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Insufficient Info,Arbutus Ridge,Web,2022-09-11 16:42:00-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Pr - Corporate Services,Parks Feedback Case,Close,Reviewed And No Action Planned,,Mobile App,2022-09-11 16:48:00-07:00,2022-10-06,2022,9,Sep,Sunday,24.0,True
Dbl - Property Use Inspections,Noise On Private Property Case,Close,Assigned To Inspector,Oakridge,Web,2022-09-11 17:00:35-07:00,2022-09-15,2022,9,Sep,Sunday,3.0,True
311 Contact Centre,General Feedback Case,Close,Service Provided,,Web,2022-09-11 17:03:17-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Eng - Sanitation Services,Abandoned Mattress Case,Close,Unknown,Marpole,Web,2022-09-11 17:08:36-07:00,2022-09-28,2022,9,Sep,Sunday,16.0,True
311 Contact Centre,General Feedback Case,Close,Service Provided,,Web,2022-09-11 17:11:33-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Sunset,Web,2022-09-11 17:18:00-07:00,2022-09-22,2022,9,Sep,Sunday,10.0,True
Pr - Park Rangers,Urban Issues In Parks Case,Close,Service Provided,Downtown,Phone,2022-09-11 17:25:46-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Eng - Waterworks Operations,Waterworks Operations Construction Concern Case,Close,Service Provided,Arbutus Ridge,Phone,2022-09-11 17:28:02-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Dbl - Animal Services,Animal Concern Case,Close,Dispatched To Crew,Downtown,Phone,2022-09-11 17:30:07-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Pr - Park Operations,Park Facility Maintenance Request,Close,Referred To Another Service Group,,Mobile App,2022-09-11 17:38:00-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Eng - Solid Waste Programs,Illegal Dumping Case,Close,Service Provided,Kensington-Cedar Cottage,Phone,2022-09-11 17:57:24-07:00,2022-09-13,2022,9,Sep,Sunday,1.0,True
Eng - Parking Management,Residential Parking Permit Request Case,Close,Service Provided,Renfrew-Collingwood,Web,2022-09-11 17:57:53-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Dbl - Property Use Inspections,Noise On Private Property Case,Close,Reviewed And No Action Planned,Grandview-Woodland,Web,2022-09-11 17:59:00-07:00,2022-09-15,2022,9,Sep,Sunday,3.0,True
Pr - Park Rangers,Urban Issues In Parks Case,Close,Service Provided,Downtown,Mobile App,2022-09-11 18:43:13-07:00,2022-09-18,2022,9,Sep,Sunday,6.0,True
Eng - Sanitation Services,Abandoned Recyclables Case,Close,Service Provided,Fairview,Mobile App,2022-09-11 18:44:00-07:00,2023-01-23,2022,9,Sep,Sunday,133.0,True
Eng - Sewer Operations,Sewer Odour Case,Close,Unknown,Riley Park,Phone,2022-09-11 18:46:19-07:00,2022-09-12,2022,9,Sep,Sunday,0.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,Oakridge,Web,2022-09-11 18:55:00-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Eng - Integrated Graffiti Management,Graffiti Removal - City Property Case,Close,Service Provided,Fairview,Mobile App,2022-09-11 18:56:00-07:00,2022-10-06,2022,9,Sep,Sunday,24.0,True
Cmo - Business And Election Services,Mayor And Council Feedback Case,Close,Service Provided,,Web,2022-09-11 19:00:16-07:00,2022-09-16,2022,9,Sep,Sunday,4.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,Oakridge,Web,2022-09-11 19:01:00-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
311 Contact Centre,City Services Feedback Case,Close,Referred To Another Service Group,Mount Pleasant,Phone,2022-09-11 19:08:00-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Reviewed And No Action Planned,Kensington-Cedar Cottage,Mobile App,2022-09-11 19:14:00-07:00,2022-09-15,2022,9,Sep,Sunday,3.0,True
311 Contact Centre,General Feedback Case,Close,Referred To Another Service Group,,Web,2022-09-11 19:28:33-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Eng - Sanitation Services,Street Cleaning And Debris Pick Up Case,Close,Service Provided,Strathcona,Phone,2022-09-11 19:30:18-07:00,2022-09-13,2022,9,Sep,Sunday,1.0,True
Vpd - False Alarm Reduction Program,Security Alarm Permit (Revenue Services) Case,Close,Service Provided,Victoria-Fraserview,Web,2022-09-11 19:42:01-07:00,2022-09-13,2022,9,Sep,Sunday,1.0,True
Eng - Streets Operations,Street Repair Case,Close,Further Action Has Been Planned,Dunbar-Southlands,Web,2022-09-11 19:49:58-07:00,2022-10-06,2022,9,Sep,Sunday,24.0,True
311 Contact Centre,City Services Feedback Case,Close,Referred To Another Service Group,,Phone,2022-09-11 20:14:00-07:00,2022-09-11,2022,9,Sep,Sunday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 18:04:19-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 18:10:26-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Parking Management,Residential Parking Permit Request Case,Close,Reviewed And No Action Planned,Renfrew-Collingwood,Web,2022-12-13 18:12:08-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Sunset,Web,2022-12-13 18:16:00-08:00,2023-01-09,2022,12,Dec,Tuesday,26.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 18:23:02-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 18:24:33-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 18:30:25-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Traffic And Electrical Operations And Design,Sign Cleaning Case,Close,Further Action Has Been Planned,South Cambie,Mobile App,2022-12-13 18:42:04-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Oakridge,Phone,2022-12-13 18:44:00-08:00,2023-01-03,2022,12,Dec,Tuesday,20.0,True
Eng - Solid Waste Programs,Residential Cart Concern Case,Close,Service Provided,Dunbar-Southlands,Phone,2022-12-13 18:53:19-08:00,2023-01-27,2022,12,Dec,Tuesday,44.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 18:55:43-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Phone,2022-12-13 18:58:00-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 19:11:34-08:00,2023-01-03,2022,12,Dec,Tuesday,20.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 19:12:10-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Insufficient Info,Fairview,Web,2022-12-13 19:18:00-08:00,2023-01-03,2022,12,Dec,Tuesday,20.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Reviewed And No Action Planned,Kensington-Cedar Cottage,Mobile App,2022-12-13 19:19:43-08:00,2022-12-18,2022,12,Dec,Tuesday,4.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Marpole,Web,2022-12-13 19:22:00-08:00,2023-01-03,2022,12,Dec,Tuesday,20.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 19:32:34-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 19:36:33-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 19:49:42-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Marpole,Web,2022-12-13 19:56:55-08:00,2022-12-29,2022,12,Dec,Tuesday,15.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-12-13 20:07:28-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 20:22:35-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 20:25:48-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-12-13 20:27:10-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 20:39:43-08:00,2022-12-29,2022,12,Dec,Tuesday,15.0,True
311 Contact Centre,General Feedback Case,Close,Referred To Another Service Group,,Web,2022-12-13 20:44:18-08:00,2022-12-13,2022,12,Dec,Tuesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 20:48:11-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 20:52:36-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Traffic And Electrical Operations And Design,Street Light Out Case,Close,Service Provided,Downtown,Phone,2022-12-13 20:58:00-08:00,2023-02-02,2022,12,Dec,Tuesday,50.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Mount Pleasant,Web,2022-12-13 20:59:38-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Marpole,Web,2022-12-13 21:14:00-08:00,2022-12-19,2022,12,Dec,Tuesday,5.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,,Web,2022-12-13 21:16:00-08:00,2023-01-03,2022,12,Dec,Tuesday,20.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,,Web,2022-12-13 21:25:00-08:00,2023-01-03,2022,12,Dec,Tuesday,20.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 21:25:15-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 22:16:29-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-13 22:28:57-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Dbl - Proactive Enforcement,Short-Term Rental Concern Case,Close,Assigned To Inspector,Strathcona,Web,2022-12-13 22:29:22-08:00,2022-12-16,2022,12,Dec,Tuesday,2.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-12-13 22:36:07-08:00,2022-12-15,2022,12,Dec,Tuesday,1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Grandview-Woodland,Web,2022-12-13 22:45:00-08:00,2023-01-06,2022,12,Dec,Tuesday,23.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-13 22:55:52-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
311 Contact Centre,Van311 Feedback Case,Close,Referred To Another Service Group,,Mobile App,2022-12-13 23:22:00-08:00,2022-12-14,2022,12,Dec,Tuesday,0.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,,Web,2022-12-14 00:10:00-08:00,2023-01-03,2022,12,Dec,Wednesday,19.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-14 00:15:09-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-14 00:17:37-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-14 06:57:30-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Web,2022-12-14 07:32:17-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Insufficient Info,Kitsilano,Web,2022-12-14 07:33:26-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Phone,2022-12-14 07:35:00-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,Sunset,Web,2022-12-14 07:35:00-08:00,2023-01-03,2022,12,Dec,Wednesday,19.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Reviewed And No Action Planned,Sunset,Phone,2022-12-14 07:41:28-08:00,2023-02-13,2022,12,Dec,Wednesday,60.0,True
Eng - Sanitation Services,Abandoned Mattress Case,Close,Issue Not Found Or Inaccessible,Renfrew-Collingwood,Mobile App,2022-12-14 07:55:46-08:00,2023-02-09,2022,12,Dec,Wednesday,56.0,True
Eng - Sanitation Services,Green Bin Request Case,Close,Service Provided,Shaughnessy,Phone,2022-12-14 08:02:56-08:00,2023-01-17,2022,12,Dec,Wednesday,33.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-12-14 08:05:28-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Killarney,Phone,2022-12-14 08:16:00-08:00,2022-12-15,2022,12,Dec,Wednesday,0.0,True
Eng - Streets Operations,Street Surface Water Flooding Case,Close,Service Provided,Marpole,Mobile App,2022-12-14 08:17:21-08:00,2023-01-06,2022,12,Dec,Wednesday,22.0,True
Pds - Sustainability,Sustainability Inquiry Case,Close,Service Provided,South Cambie,Phone,2022-12-14 08:22:52-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Sunset,Phone,2022-12-14 08:23:00-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Downtown,Mobile App,2022-12-14 08:32:07-08:00,2022-12-19,2022,12,Dec,Wednesday,4.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-14 08:34:48-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Riley Park,Web,2022-12-14 08:48:06-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-12-14 08:50:50-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Vpd - False Alarm Reduction Program,Security Alarm Permit (Revenue Services) Case,Close,Service Provided,,Web,2022-12-14 08:52:22-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
Eng - Integrated Graffiti Management,Graffiti Removal - External Organization Case,Close,Closed Automatically And Sent To Service Group,Killarney,Phone,2022-12-14 08:57:00-08:00,2022-12-14,2022,12,Dec,Wednesday,-1.0,True
